al	0.00895741153753788
model	0.006842470583137414
page	0.003861110653016028
question	0.003734209843654254
train	0.0030457134791286563
learn	0.002707508957207988
method	0.0026867375121236406
data	0.0025776596079217333
set	0.00257219430569185
system	0.002441062792114717
dataset	0.002398452956724098
table	0.002394950504348188
linguistics	0.002370853866480712
answer	0.0023574693134572372
response	0.00222176094122344
input	0.002219724189743861
result	0.0021971270985866194
generate	0.0021890299571745084
representation	0.0021593688513061016
graph	0.0021462821945540484
word	0.0021122812604528448
task	0.0020834197192073946
sentence	0.0020809026871783515
wang	0.002020642499018427
work	0.002018751605084519
base	0.0020167776220536273
show	0.001958305437888904
figure	0.001933726229783151
proceed	0.001933273597446145
information	0.001915409118983442
generation	0.0019134414215488246
li	0.0018761578595555414
give	0.001855174044471183
baseline	0.0018295453069825628
score	0.0018128133245995364
approach	0.0017649711148566458
knowledge	0.0017561355777677744
follow	0.001716545186386075
zhang	0.0016949849949896131
performance	0.001677104987812945
chen	0.0016653402222877398
ha	0.0016610633921147178
type	0.0016237575786753444
document	0.0016186443186753734
propose	0.0016060531164867127
sample	0.0015752330097051105
text	0.001573775449766503
liu	0.0015541225248731567
pair	0.0015446271684221085
token	0.001492719150619499
network	0.0014857424207174502
number	0.0014680059084280735
test	0.001432987280260343
datasets	0.0013989528066459458
evaluation	0.0013803400769207422
context	0.0013767677738251143
attention	0.001366543062856906
neural	0.0013658946165918573
experiment	0.001341017273604544
find	0.001313812943950227
good	0.0013097645039829308
process	0.0013066244710764623
feature	0.0012817532790566546
label	0.0012511533648959525
problem	0.001245820375048383
case	0.001242864967701848
dialogue	0.0012339919349658554
prediction	0.0012276659241315748
improve	0.0012270118430366978
query	0.001217239444774857
language	0.0012013879663220807
apply	0.0011968247305073603
qa	0.0011945651337717641
denote	0.001188790488792807
provide	0.0011351528959088202
compute	0.0011275513049088645
compare	0.0011268403376736066
corpus	0.0011157471414877868
human	0.0010930435826905771
correspond	0.0010810513057457611
evaluate	0.00107504279188736
candidate	0.0010733802946884718
state	0.0010687971371002298
semantic	0.0010552673034385778
entity	0.001054126359889621
encode	0.0010513312457476201
loss	0.001049783718982291
layer	0.0010478125510358992
similar	0.001043018401596665
sequence	0.001034533066307833
relation	0.0010327189775603733
preprint	0.0010319410114168067
user	0.001025692011532415
vector	0.001023562542183916
represent	0.0010224296699415428
metric	0.0010177096850846452
large	0.0010171556784194667
obtain	0.001005574662112007
structure	0.0010027522048000066
include	0.000998701617634582
