model	0.014968459
et	0.012293665
al	0.012271622
use	0.008129341
question	0.0076530795
train	0.0059419284
response	0.0048730825
proceed	0.004779004
language	0.004651575
method	0.0046294685
graph	0.004601756
answer	0.004424566
page	0.004302751
learn	0.004247377
data	0.004169837
set	0.0040479884
computational	0.003964923
generate	0.0038597297
linguistics	0.0037987907
result	0.0037434006
association	0.0036547838
representation	0.003627133
table	0.003599444
system	0.0035053012
conference	0.0034388425
show	0.0033723905
word	0.003372359
dataset	0.0033502157
generation	0.0033391756
neural	0.0032837666
sentence	0.003084434
input	0.0030844284
example	0.0030622694
information	0.0029847515
process	0.0029127602
natural	0.0028407515
knowledge	0.002713381
test	0.0026967877
base	0.0026635372
score	0.0026302924
task	0.0025860036
two	0.0025804809
performance	0.0025638775
give	0.0025084934
document	0.0024697168
work	0.0024420323
qa	0.0024365126
network	0.0024365075
also	0.0024309626
human	0.0024198792
evaluation	0.0024032737
type	0.0023922084
propose	0.0023866594
baseline	0.0023589868
dialogue	0.00235897
text	0.0022703724
different	0.0022482162
first	0.0022039239
figure	0.0021983853
one	0.0021817589
pair	0.0021706868
attention	0.0021374705
sample	0.0020820946
approach	0.0019491798
datasets	0.001843965
paper	0.0017719783
number	0.0017719731
context	0.0017719612
query	0.0017664281
semantic	0.001744282
candidate	0.0017221209
experiment	0.0017165962
follow	0.0017165776
good	0.0017055228
ha	0.0016722915
metric	0.001672268
token	0.001666753
prediction	0.0016556593
label	0.0016390665
meet	0.0015006255
annual	0.0014950811
layer	0.0014784769
concept	0.0014563217
liu	0.0014452464
improve	0.0014452441
conversation	0.0014397034
summarization	0.0014396937
feature	0.0014341716
state	0.0014175621
long	0.0014175592
relation	0.0014120135
large	0.0013954049
international	0.0013843277
problem	0.0013787992
case	0.0013787961
compare	0.0013732552
entity	0.0013621704
user	0.001351096
li	0.0013510945
sequence	0.0013234146
