probabilistic	40.34680366237167
assumption	39.994021543747294
matter	32.46854576462498
improve	59.70696956539481
model	40.64984358571956
distantlysupervised	78.27017171008231
documentlevel	43.680066316667975
question	51.50705992326097
answer	63.23062220169322
hao	22.12398993845793
mingwei	56.29236642226837
kenton	46.39280491814487
kristina	78.22388338122728
microsoft	94.87273826717588
research	1.3630156662312376
chehaomicrosoftcom	13.259171870003428
google	93.17976736541873
mingweichang	25.271114526503435
kentonl	34.7574799088689
kristoutgooglecom	1.6236041181285188
abstract	95.6314731939169
joan	69.87362532448329
molinsky	58.60999849794615
good	64.1610013714343
know	50.92404732061561
river	87.00688869841915
diary	14.521376517515739
mad	77.63846735809109
diva	44.24125673183145
address	5.994302722093114
problem	2.666738503907562
extractive	99.20527348368984
use	24.585620872232848
distant	64.71310016543818
supervision	85.31654261339379
pair	96.04725730105088
relevant	52.02740391832923
document	56.496244226021
string	64.85629853544636
compare	93.51705199506745
previously	31.91152698172597
probability	65.27761640943888
space	21.759647262353134
correspondence	51.01978260431134
weak	95.96833380516824
label	93.17199862583183
possible	75.45248337153893
mention	70.47309288869769
span	77.03627556675265
show	75.36169447371557
interact	70.06693186278112
different	99.52186155075984
configuration	62.283880466670425
provide	58.58705846194049
complementary	85.3560099075571
benefit	81.20891669941022
demonstrate	41.976533330974284
multiobjective	76.41646986316017
efficiently	4.232709487879216
combine	17.045885926078775
advantage	58.317876993514176
multiple	84.51238100769365
outperform	31.45504572667235
best	67.89614969174576
individual	78.320984183695
formulation	90.72469327110704
approach	92.49457411065607
previous	5.727708367757867
stateoftheart	15.767796939939638
point	97.27841213129867
triviaqawiki	38.95525921548213
rougel	52.68212056479682
narrativeqa	25.572987660465373
alexandra	30.2216375502956
professionally	36.057818488045235
american	7.223961378529797
comedian	12.25772731014555
actress	46.70262521623897
writer	76.0029399515888
producer	38.44759597494403
television	94.13831744729632
host	41.810524471508316
strongly	20.075291192369416
influence	18.822382671890047
lenny	54.822100856213055
bruce	62.43839070406246
receive	94.79402283479709
grammy	31.79594577573478
award	35.66883677410612
speak	84.51396363061731
word	79.28495535722018
album	39.01776401086473
book	45.18703581276854
born	22.46861930524893
june	90.90047719577791
brooklyn	85.37946781649663
new	0.34507230001155076
york	36.407244796309676
enter	95.39510091554146
business	65.48260502735899
