cunningham	99.98874923534807
zang	99.97532059514424
icd	99.94467648118463
kantor	99.91981771854421
zeyun	99.90337984718927
tractable	99.86566660793828
eopd	99.76219630398818
tianlu	99.71507538590588
welty	99.68053608011103
summationbased	99.67951632035064
khushboo	99.66979943794335
erera	99.66030796214284
adobe	99.64287575691742
sclstmirn	99.6078749631313
sematically	99.60414487280038
kekimkaistackr	99.60131950942468
dynattn	99.59727640516644
buenos	99.59702028381746
tomuro	99.57985693333222
prithvijit	99.55067369963527
adjustment	99.52432258289181
murphy	99.4743555473477
consolidation	99.44768697584823
guesswork	99.42231668492187
tagyoung	99.41401211899887
flaw	99.29907332176074
chenyi	99.29442519323662
hypothesisprobability	99.25832294555309
kallirroi	99.25288913192625
chintala	99.24522323982787
lookinitialize	99.23855357366713
ove	99.23819322199734
chungcheng	99.20561095891892
standalone	99.18111448759397
slotutterance	99.16989884047261
closet	99.16494276504619
actiontoinstruction	99.16290170189647
scottsdale	99.13293791907805
horse	99.12204504964808
sin	99.04765661174166
fulfil	99.04306107442491
hiware	99.00657853097537
historical	98.94957788236732
etrelk	98.91690622683161
kuldip	98.91315299865713
qainfomax	98.91194933622609
larry	98.91164121258798
wenchang	98.91129958416555
commentator	98.89787964216852
nsubjpass	98.89709837819639
steedman	98.86512879729331
uncase	98.853997255401
molecule	98.83646045358581
softconstraint	98.76009838045329
mkn	98.75296779389129
feud	98.71998077656522
memorization	98.68234704793224
lieth	98.6771200258651
pij	98.65632671337241
tshirts	98.64438577235305
eugene	98.61598145356939
cerri	98.60966202223335
ssrn	98.59010998698591
resentation	98.59004949519995
questionable	98.58846574358748
xiaofang	98.58297466283497
distinctmovieid	98.58039114173448
snuggle	98.5802776621064
simperl	98.4932417658466
megatronlm	98.47477811312933
pouya	98.47130989912633
varvara	98.46607079411245
tomoyuki	98.45110356139728
workflowguided	98.42988379829539
sym	98.42640495133149
tsioutsiouliklis	98.41563265405345
southwest	98.40309752272638
thresholding	98.37988069291352
traintestvalidation	98.37048271106356
secondtolast	98.36675065024815
kisu	98.35896695950633
qls	98.35698963478535
httpsgithubcomibm	98.34991151645092
pruthi	98.34464481201518
suranjana	98.33377730315998
rai	98.32091933380583
ffnc	98.31780912522704
bajwa	98.28708951440002
concurrent	98.27510862768492
cola	98.27333908831713
opusa	98.24190800716629
sociology	98.2381326140878
httpsnlpstanfordedusoftwaretokenizershtml	98.20849086767639
berko	98.18000870157962
fourier	98.17655619817577
eather	98.16091042969097
newspaper	98.14022680768733
carsten	98.12048631625395
grateful	98.1111052272118
seungwhan	98.09854028336855
